fips_key,state_abbr,state_name,county_name,population,median_income,unemployment_rate,disaster_count,obesity_rate,diabetes_rate,smoking_rate,binge_drinking_rate
48395,TX,Texas,Robertson,16839,55709,,18,38.0,,,17.4
48397,TX,Texas,Rockwall,105227,111595,,17,35.1,8.7,10.0,18.6
48399,TX,Texas,Runnels,9887,52103,,13,36.1,,14.7,18.4
48401,TX,Texas,Rusk,52542,60330,,27,37.5,12.2,,16.8
48403,TX,Texas,Sabine,9974,41308,,26,,,16.2,18.5
48405,TX,Texas,San Augustine,7964,43130,,26,,,,
48407,TX,Texas,San Jacinto,27380,46678,,32,,,,
48409,TX,Texas,San Patricio,68600,59532,,34,,,,
48411,TX,Texas,San Saba,5775,46927,,22,,,,
48413,TX,Texas,Schleicher,2547,61094,,14,,,,
48415,TX,Texas,Scurry,16985,53376,,15,,,,
48417,TX,Texas,Shackelford,3145,54896,,18,,,,
48419,TX,Texas,Shelby,24254,44504,,27,,,,
48421,TX,Texas,Sherman,2357,55667,,12,,,,
48423,TX,Texas,Smith,231429,62518,,33,,,,
48425,TX,Texas,Somervell,9170,89253,,21,,,,
48427,TX,Texas,Starr,65568,33334,,23,,,,
48429,TX,Texas,Stephens,9142,46537,,23,,,,
48431,TX,Texas,Sterling,1391,55481,,14,,,,
48433,TX,Texas,Stonewall,1358,62273,,16,,,,
48435,TX,Texas,Sutton,3417,61538,,16,,,,
48437,TX,Texas,Swisher,7055,39685,,15,,,,
48439,TX,Texas,Tarrant,2091953,73545,,28,,,,
48441,TX,Texas,Taylor,141739,57811,,22,,,,
48443,TX,Texas,Terrell,979,47012,,15,,,,
48445,TX,Texas,Terry,11937,47734,,15,,,,
48447,TX,Texas,Throckmorton,1426,47500,,20,,,,
48449,TX,Texas,Titus,31327,53818,,21,,,,
48451,TX,Texas,Tom Green,119048,62052,,21,,,,
48453,TX,Texas,Travis,1267795,85043,,37,,,,
48455,TX,Texas,Trinity,13695,45392,,28,,,,
48457,TX,Texas,Tyler,20032,49130,,32,,,,
48459,TX,Texas,Upshur,40781,55046,,24,,,,
48461,TX,Texas,Upton,3340,58333,,13,,,,
48463,TX,Texas,Uvalde,24918,51602,,19,,,,
48465,TX,Texas,Val Verde,47767,51949,,15,,,,
48467,TX,Texas,Van Zandt,58782,61121,,20,,,,
48469,TX,Texas,Victoria,91280,60598,,28,,,,
48471,TX,Texas,Walker,76506,44104,,39,,,,
48473,TX,Texas,Waller,55505,65379,,29,,,,
48475,TX,Texas,Ward,11375,66216,,11,,,,
48477,TX,Texas,Washington,35561,65913,,20,,,,
48479,TX,Texas,Webb,266963,54618,,22,,,,
48481,TX,Texas,Wharton,41602,53963,,26,,,,
48483,TX,Texas,Wheeler,5091,52138,,14,,,,
48485,TX,Texas,Wichita,129419,53272,,24,,,,
48487,TX,Texas,Wilbarger,12887,45262,,17,,,,
48489,TX,Texas,Willacy,20423,39401,,29,,,,
48491,TX,Texas,Williamson,591759,94705,,26,,,,
48493,TX,Texas,Wilson,49374,84042,,17,,,,
48495,TX,Texas,Winkler,7629,67904,,12,,,,
48497,TX,Texas,Wise,67877,75482,,22,,,,
48499,TX,Texas,Wood,44615,58418,,17,,,,
48501,TX,Texas,Yoakum,7707,73102,,12,,,,
48503,TX,Texas,Young,17894,52074,,21,,,,
48505,TX,Texas,Zapata,13945,34406,,15,,,,
48507,TX,Texas,Zavala,9900,44573,,18,,,,
