County Name,Total Population,Median Age,White Alone,Black/African American,Hispanic or Latino,Asian Alone,Median Household Income,Per Capita Income,Persons in Poverty,Unemployment Count,Total Housing Units,Median Gross Rent,Median Home Value,state,county
"Jackson County, Texas",15010,40.4,11532,886,5071,91,67176,29684,1770,347,7003,896,140300,48,239
"Jasper County, Texas",33032,42.3,24750,5034,2342,130,48818,31251,7291,1770,16417,777,117400,48,241
"Jeff Davis County, Texas",1992,62.0,1648,26,393,0,38125,38603,480,0,1810,1113,167300,48,243
"Jefferson County, Texas",254942,36.8,121024,84879,57572,9712,57294,30770,43498,5958,108761,1004,151500,48,245
"Jim Hogg County, Texas",4830,25.2,2967,26,4334,53,42292,18366,1364,99,2094,754,115100,48,247
"Jim Wells County, Texas",39060,35.6,31976,287,31371,167,46626,25030,8731,827,16186,849,91600,48,249
"Johnson County, Texas",182690,37.1,148833,8234,43088,1950,77058,32728,19045,3124,66715,1271,225000,48,251
"Jones County, Texas",19758,38.4,13649,2159,5603,70,59361,21173,1924,311,7052,954,88400,48,253
"Karnes County, Texas",14805,35.6,9706,965,8318,161,57798,25910,2355,273,5842,868,137800,48,255
"Kaufman County, Texas",149773,34.6,98892,22755,37072,2277,84075,33250,14486,3778,51145,1286,256900,48,257
"Kendall County, Texas",45376,42.6,36565,353,11365,516,104196,56063,2280,1087,18342,1455,464100,48,259
"Kenedy County, Texas",116,39.9,75,0,112,1,45455,21822,3,0,93,-666666666,-666666666,48,261
"Kent County, Texas",635,59.9,551,6,86,0,68553,29575,46,11,475,921,76400,48,263
"Kerr County, Texas",52810,48.2,41252,872,14874,423,66713,38003,6395,815,25246,1048,260700,48,265
"Kimble County, Texas",4316,48.4,3525,75,1135,0,62386,39045,528,16,2694,716,189600,48,267
"King County, Texas",216,35.8,184,0,71,0,59375,26408,60,4,144,-666666666,-666666666,48,269
"Kinney County, Texas",3157,47.5,2661,0,2032,0,52386,29833,459,26,1473,728,112200,48,271
"Kleberg County, Texas",30860,28.6,18374,937,22672,407,52487,25876,8885,1057,13921,978,128300,48,273
"Knox County, Texas",3333,41.1,2442,199,1164,62,48750,24892,366,23,1815,628,55100,48,275
"Lamar County, Texas",50149,40.3,38958,6380,4409,443,58246,29888,7892,927,22688,847,152800,48,277
"Lamb County, Texas",13024,36.8,10188,453,7416,68,54519,26687,2233,158,5899,796,79300,48,279
"Lampasas County, Texas",21829,43.8,17429,968,4401,235,73269,33787,2052,494,9721,867,217100,48,281
"La Salle County, Texas",6965,35.0,3627,232,6090,6,62798,15492,1683,96,2333,851,99400,48,283
"Lavaca County, Texas",20379,43.4,15746,1071,4067,100,58530,34591,2035,288,10468,871,205500,48,285
"Lee County, Texas",17543,41.9,13507,1847,4346,67,66448,31001,2258,230,7886,1037,208100,48,287
"Leon County, Texas",15928,44.7,13215,1199,2493,21,57363,34519,2277,335,8987,900,158700,48,289
"Liberty County, Texas",93523,34.1,63934,7939,29709,415,59605,25667,15410,2514,33616,978,145400,48,291
"Limestone County, Texas",22222,42.0,14335,3780,5093,233,53102,26479,4600,302,10420,784,135400,48,293
"Lipscomb County, Texas",3038,35.9,2196,12,1041,14,71625,33236,409,86,1507,836,119800,48,295
"Live Oak County, Texas",11374,40.8,9478,279,4634,263,55949,27951,2081,150,5957,957,143000,48,297
"Llano County, Texas",21637,57.4,19493,133,2522,103,64241,48116,2420,524,15388,974,287000,48,299
"Loving County, Texas",96,31.9,91,0,0,5,-666666666,44821,5,0,55,-666666666,218800,48,301
"Lubbock County, Texas",311509,31.2,216279,22261,114767,7498,61911,33700,51472,7374,133802,1087,183700,48,303
"Lynn County, Texas",5619,36.6,4032,84,2559,9,52996,31000,1041,93,2535,887,116800,48,305
"McCulloch County, Texas",7638,44.4,5837,65,2513,31,53214,29514,1005,314,4233,816,98700,48,307
"McLennan County, Texas",261090,33.6,177338,36801,70710,4066,59781,31036,44851,5539,106122,1048,196400,48,309
"McMullen County, Texas",670,36.5,524,0,403,0,60313,27029,100,6,369,732,105100,48,311
"Madison County, Texas",13556,36.2,9008,2173,3353,175,65768,24340,1403,320,5084,814,139100,48,313
"Marion County, Texas",9668,52.1,6901,2117,447,58,48040,27263,1502,413,5602,857,103100,48,315
"Martin County, Texas",5228,34.7,4025,67,2690,15,70217,36881,873,259,2173,1009,143500,48,317
"Mason County, Texas",3959,48.2,3430,3,762,28,77583,36235,195,47,2374,818,254500,48,319
"Matagorda County, Texas",36251,37.1,20954,3574,16025,628,56412,29001,7798,1060,18674,960,155200,48,321
"Maverick County, Texas",57806,30.1,30045,84,54949,168,48497,21405,13473,1744,20063,757,125000,48,323
"Medina County, Texas",51432,39.4,35904,1285,27313,482,73060,31516,5045,537,19596,1038,186200,48,325
"Menard County, Texas",1964,59.4,1608,1,672,0,40945,31983,431,123,1464,720,86500,48,327
"Midland County, Texas",169393,32.1,111121,11578,79727,3311,90123,46914,18020,3030,70203,1375,272900,48,329
"Milam County, Texas",25080,41.5,18807,2687,6838,89,56985,31984,3505,677,11564,911,149600,48,331
"Mills County, Texas",4501,50.8,3649,30,1109,13,59315,37010,297,48,2653,655,188900,48,333
"Mitchell County, Texas",8947,32.3,6017,722,3674,10,49869,24591,1042,54,3706,764,83900,48,335
"Montague County, Texas",20197,44.1,18501,159,2338,0,63336,31125,2573,449,10281,974,166900,48,337
"Montgomery County, Texas",629989,37.4,474627,35254,162783,20776,95946,48161,55202,13537,242656,1416,293500,48,339
"Moore County, Texas",21284,30.7,13861,901,12443,834,59041,26321,2839,245,8184,879,122700,48,341
"Morris County, Texas",11993,43.0,8167,2698,1334,117,51532,26199,1844,309,5815,783,108600,48,343
"Motley County, Texas",1223,50.7,1013,25,167,0,66528,29788,115,18,718,732,72100,48,345
"Nacogdoches County, Texas",64768,31.7,43899,11410,13229,636,51153,27584,13339,2029,28903,863,150700,48,347
"Navarro County, Texas",52834,37.5,33993,6128,15439,338,56261,26910,8502,1350,21429,978,142300,48,349
"Newton County, Texas",12333,45.5,9277,2272,506,85,38871,23995,2944,518,6457,876,90100,48,351
"Nolan County, Texas",14657,36.6,10973,702,5777,27,47437,30572,2230,448,7118,810,91300,48,353
"Nueces County, Texas",353245,36.2,224557,13086,229173,7750,64027,32284,59784,9663,151836,1175,177700,48,355
"Ochiltree County, Texas",9924,33.0,7261,82,5571,45,62240,30836,1200,76,4327,858,118400,48,357
"Oldham County, Texas",2171,35.0,1763,147,568,18,71103,27710,318,13,791,1120,125000,48,359
"Orange County, Texas",84761,37.7,69767,7423,7549,539,71910,35301,9995,2341,37422,974,152800,48,361
"Palo Pinto County, Texas",28569,41.3,24211,746,5851,285,65242,31890,4473,970,15138,963,151500,48,363
"Panola County, Texas",22540,39.2,17138,2829,2109,160,58205,32024,3078,290,10784,799,139400,48,365
"Parker County, Texas",151188,39.4,132194,2113,20648,1280,95721,43434,11791,2949,57477,1291,311000,48,367
"Parmer County, Texas",9809,36.3,7161,67,6382,18,65575,28342,924,103,3755,839,134300,48,369
"Pecos County, Texas",15114,36.7,10102,686,10597,191,59325,28217,2926,75,5818,986,144300,48,371
"Polk County, Texas",50536,43.8,39621,4085,7866,321,57315,27922,7654,1880,25087,920,151100,48,373
"Potter County, Texas",117905,34.5,79258,12199,46658,6088,47974,26406,23029,1917,48952,943,119900,48,375
"Presidio County, Texas",6168,41.9,3571,0,4893,2,29012,22256,2465,345,3396,391,121000,48,377
"Rains County, Texas",12257,47.6,11102,325,1203,99,60291,36069,1338,121,5811,896,174000,48,379
"Randall County, Texas",141489,36.4,113385,4669,33883,2642,78038,40047,13072,2137,60525,1072,209200,48,381
"Reagan County, Texas",3308,33.0,1572,86,2340,89,70319,28765,236,149,1325,1057,123900,48,383
"Real County, Texas",2830,52.3,2681,37,724,0,46842,22725,636,12,1817,836,258000,48,385
"Red River County, Texas",11627,48.9,8995,1816,902,38,44583,25057,2310,171,6195,688,113600,48,387
"Reeves County, Texas",14022,35.4,7512,400,10574,152,57487,26180,2704,473,5064,951,108800,48,389
"Refugio County, Texas",6718,42.9,4735,447,3473,16,54304,27103,1068,155,3311,720,92900,48,391
"Roberts County, Texas",764,42.5,736,3,106,0,62667,32250,112,2,397,554,164200,48,393
"Robertson County, Texas",16912,40.6,11078,3525,3749,39,59410,30568,2380,635,8494,781,156800,48,395
"Rockwall County, Texas",110631,37.6,83211,8568,21516,3641,121303,53000,4575,2306,39281,1779,363500,48,397
"Runnels County, Texas",9858,40.9,7818,295,3469,6,55424,29784,1136,138,5008,897,89700,48,399
"Rusk County, Texas",52755,38.8,36902,8205,9429,211,61661,30365,6416,1258,21188,963,148100,48,401
"Sabine County, Texas",9980,54.1,8709,498,509,165,47061,33953,1705,292,7634,725,134300,48,403
"San Augustine County, Texas",7920,48.6,5625,1763,643,3,45888,24673,2093,300,4791,718,82400,48,405
"San Jacinto County, Texas",27666,45.3,21088,2574,4147,40,54839,28124,4780,828,14041,992,167700,48,407
"San Patricio County, Texas",68942,36.0,49487,1074,40446,654,63842,30692,10701,1308,29551,1265,163900,48,409
"San Saba County, Texas",5779,41.9,4783,95,1793,10,54087,26377,736,91,2855,918,134300,48,411
"Schleicher County, Texas",2474,39.4,1413,40,1343,0,53774,28084,357,76,1296,645,96700,48,413
"Scurry County, Texas",16883,36.2,12531,615,7102,104,58932,28549,1757,159,6908,1025,109400,48,415
"Shackelford County, Texas",3134,42.9,2847,21,394,6,60924,32245,350,117,1583,486,178500,48,417
"Shelby County, Texas",24157,39.7,16631,3908,4607,109,49231,26642,5575,423,11500,833,107400,48,419
"Sherman County, Texas",2414,38.4,1858,4,1034,25,66169,43340,198,18,1115,969,108100,48,421
"Smith County, Texas",234667,37.2,167190,40003,47820,3911,69053,33903,28799,5408,97561,1129,201400,48,423
"Somervell County, Texas",9337,43.1,7622,182,1682,50,87899,39037,667,187,3933,853,246600,48,425
"Starr County, Texas",65716,28.6,37809,80,63245,34,35979,16934,21796,3119,22828,670,88300,48,427
"Stephens County, Texas",9260,40.9,7656,264,2325,93,44712,28231,1467,364,4677,688,98000,48,429
"Sterling County, Texas",1392,32.1,1049,2,466,3,63558,31039,24,0,521,882,121000,48,431
"Stonewall County, Texas",1331,33.5,1175,6,357,0,66591,26733,91,12,706,757,54700,48,433
"Sutton County, Texas",3345,31.3,1590,5,2496,0,56778,22836,551,71,1641,701,132600,48,435
"Swisher County, Texas",6989,35.9,5145,568,3183,78,40290,21371,1879,146,3042,763,85300,48,437
"Tarrant County, Texas",2113854,34.9,1178474,364924,630175,122753,78872,39407,229643,54695,812186,1352,269400,48,439
"Taylor County, Texas",143029,32.9,102445,11486,36517,3374,61806,31492,19947,1621,60980,1063,169800,48,441
"Terrell County, Texas",862,57.7,690,0,405,0,52813,36144,55,0,659,-666666666,119800,48,443
"Terry County, Texas",11816,35.4,7500,534,6733,24,42694,25206,2464,249,4789,763,105500,48,445
"Throckmorton County, Texas",1439,48.8,1330,3,186,6,55221,30381,201,19,924,536,67000,48,447
"Titus County, Texas",31301,34.4,19000,3005,14077,412,57634,25058,5674,560,12059,808,138900,48,449
"Tom Green County, Texas",119276,35.0,87149,4695,49838,1568,67215,33861,13332,1813,51487,1024,177800,48,451
"Travis County, Texas",1289054,35.1,813829,107055,429581,92880,92731,54870,142451,32145,571625,1561,444800,48,453
"Trinity County, Texas",13735,50.1,11174,1152,1586,17,51165,30911,1925,378,8256,776,104300,48,455
"Tyler County, Texas",19962,42.6,16314,2107,1430,150,50898,29594,3184,912,9516,927,124900,48,457
"Upshur County, Texas",41261,40.9,34598,3091,3834,213,60456,30236,5900,782,17383,958,166600,48,459
"Upton County, Texas",3284,39.9,1427,72,1849,37,55284,27385,655,67,1676,687,95600,48,461
"Uvalde County, Texas",24833,34.2,19111,284,17942,457,55000,26141,5791,329,10108,1014,129900,48,463
"Val Verde County, Texas",47693,31.7,34539,585,39319,310,57250,25181,7418,691,18551,913,138500,48,465
"Van Zandt County, Texas",60053,42.0,54017,1667,7440,290,62334,33092,7760,808,25484,981,181300,48,467
"Victoria County, Texas",91209,36.3,63023,4995,44193,1238,66308,31747,14870,2259,38974,1084,181200,48,469
"Walker County, Texas",77182,36.5,50079,16916,14226,940,47193,23220,11841,2203,28801,976,187200,48,471
"Waller County, Texas",57463,28.7,28128,14220,17732,879,71643,32446,6890,1606,19537,1109,268200,48,473
"Ward County, Texas",11347,35.2,8498,720,6317,75,70771,30854,1530,299,5124,1061,117700,48,475
"Washington County, Texas",35807,41.9,25706,6458,6211,234,70043,39147,3988,459,17083,1025,248300,48,477
"Webb County, Texas",267282,29.4,143491,1313,255095,1394,59984,23446,56471,7040,85296,964,161000,48,479
"Wharton County, Texas",41614,37.7,29464,5380,17892,192,59712,29061,5998,1092,17416,894,170100,48,481
"Wheeler County, Texas",4980,40.0,4248,132,1270,13,58158,30454,896,160,2612,896,105200,48,483
"Wichita County, Texas",129584,34.8,98200,12983,26413,2966,58862,30834,18483,2509,55602,937,129000,48,485
"Wilbarger County, Texas",12795,37.2,8746,977,3885,422,50769,24291,2244,563,5861,795,82300,48,487
"Willacy County, Texas",20308,33.7,14122,180,17939,0,42839,20229,5032,766,6820,695,66900,48,489
"Williamson County, Texas",617396,36.9,417463,41744,154605,50370,102851,47574,38840,14805,240082,1597,370100,48,491
"Wilson County, Texas",50381,39.9,38767,803,20528,219,89708,40952,5112,813,19017,1054,266600,48,493
"Winkler County, Texas",7582,36.2,4919,420,4748,43,89155,32325,947,79,3210,902,109100,48,495
"Wise County, Texas",70062,39.3,60434,999,14289,413,85385,36614,6230,1547,26786,1137,248400,48,497
"Wood County, Texas",45341,48.4,38945,1812,4890,256,61748,34541,5497,958,22123,882,170700,48,499
"Yoakum County, Texas",7630,30.0,4938,120,5183,40,80317,34168,1036,134,3009,983,167900,48,501
"Young County, Texas",17903,40.3,15798,330,3524,62,65565,35039,2767,222,8554,823,142100,48,503
"Zapata County, Texas",13896,30.9,7326,13,13157,21,35061,19139,5109,424,6183,557,84800,48,505
"Zavala County, Texas",9700,33.2,5615,70,9099,32,49243,20409,2987,232,3956,838,77300,48,507
"Beaver County, Utah",7102,33.8,6326,10,919,0,80268,28176,485,116,2904,948,248200,49,001
"Box Elder County, Utah",58291,33.1,52626,240,5751,581,72769,30762,4719,729,19788,927,308900,49,003
"Cache County, Utah",134428,25.5,117401,925,14770,2699,72719,29298,17695,1694,44260,1025,351700,49,005
"Carbon County, Utah",20338,37.8,18214,226,2799,56,53734,26450,3317,596,9623,786,176400,49,007
"Daggett County, Utah",638,43.3,592,0,18,0,61250,27261,46,9,1147,-666666666,252400,49,009
"Davis County, Utah",363032,32.0,317232,4526,37998,6627,101285,39218,21786,4495,116139,1407,423200,49,011
"Duchesne County, Utah",19779,33.1,17557,74,1683,78,70821,28650,2625,359,8873,894,228600,49,013
"Emery County, Utah",9898,38.4,9461,8,677,0,67056,27771,1156,152,4100,662,168700,49,015
"Garfield County, Utah",5121,40.4,4826,6,381,0,56481,29240,787,108,3564,779,237800,49,017
"Grand County, Utah",9680,40.3,8431,2,1052,140,59171,37510,1505,72,5248,1020,426800,49,019
"Iron County, Utah",58068,29.5,51237,434,5619,654,63005,26650,8109,924,22028,935,299400,49,021
"Juab County, Utah",11943,30.1,11057,76,685,71,88048,31545,1009,105,3859,969,322100,49,023
"Kane County, Utah",7814,42.9,7281,13,422,84,70327,36941,978,127,6109,1124,297500,49,025
"Millard County, Utah",13027,34.4,11189,32,1657,224,69403,27757,1439,249,4942,801,227000,49,027
"Morgan County, Utah",12367,32.1,11735,69,379,50,120854,40485,213,94,3750,1276,556900,49,029
"Piute County, Utah",1764,49.5,1681,3,75,0,33359,19919,365,58,893,594,218800,49,031
"Rich County, Utah",2543,33.9,2239,0,256,1,69250,26796,203,26,3091,663,272900,49,033
"Salt Lake County, Utah",1180643,33.4,880344,21531,225177,49060,90011,40969,94306,23453,430705,1394,440400,49,035
"San Juan County, Utah",14524,33.2,6764,22,921,77,52108,25591,2937,718,5552,861,177900,49,037
"Sanpete County, Utah",28816,33.1,25076,258,2735,226,64356,25257,3888,584,10320,910,268600,49,039
"Sevier County, Utah",21667,36.2,20128,117,1224,95,66972,28859,2501,480,8596,791,239400,49,041
"Summit County, Utah",42524,40.5,37348,321,4694,764,126392,67602,2218,529,25959,1822,895100,49,043
"Tooele County, Utah",74032,31.7,64120,589,10129,594,95545,34733,3322,1494,23365,1079,343900,49,045
"Uintah County, Utah",35951,32.4,29844,152,3147,222,67983,27977,4105,973,13689,797,253100,49,047
"Utah County, Utah",666021,25.2,574586,4091,83047,9480,91263,33251,57565,11600,195342,1330,443000,49,049
"Wasatch County, Utah",35009,35.5,30727,157,4809,412,104855,51178,1864,418,14746,1586,620800,49,051
"Washington County, Utah",183297,38.6,161313,1062,20385,1929,71976,36047,15967,2466,75758,1321,417400,49,053
"Wayne County, Utah",2532,43.0,2497,0,46,0,64870,32605,212,8,1690,926,316200,49,055
"Weber County, Utah",262960,33.2,223362,2768,49388,3637,82291,34778,19866,4224,96614,1188,346800,49,057
"Addison County, Vermont",37434,43.9,34494,391,935,769,85870,42271,2577,846,17455,1153,311200,50,001
"Bennington County, Vermont",37326,46.7,34919,357,891,402,68558,39717,4059,766,20857,974,243000,50,003
"Caledonia County, Vermont",30418,45.4,28614,323,581,130,62964,36604,3500,427,16037,919,197700,50,005
"Chittenden County, Vermont",168309,36.7,148313,4265,4286,6546,89494,47458,17754,3877,73209,1511,378300,50,007
"Essex County, Vermont",5976,51.6,5682,2,92,44,55247,31891,789,151,4905,911,151200,50,009
"Franklin County, Vermont",50101,40.6,46703,121,921,331,73633,35531,5151,875,22714,1125,263200,50,011
"Grand Isle County, Vermont",7335,48.6,6760,80,147,25,86639,48551,544,133,5264,1206,339600,50,013
"Lamoille County, Vermont",25977,41.0,24371,312,510,123,69886,42778,2177,570,13946,1066,270700,50,015
"Orange County, Vermont",29439,46.6,27973,101,414,162,74534,38709,2662,513,14998,1125,231000,50,017
"Orleans County, Vermont",27459,45.6,26082,190,455,164,63981,34365,2610,861,16499,898,196700,50,019
"Rutland County, Vermont",60585,47.7,57229,383,1022,460,62641,36845,6677,1304,33906,891,203500,50,021
"Washington County, Vermont",59768,43.8,56278,548,1200,500,77278,43002,5703,960,30697,1077,278000,50,023
"Windham County, Vermont",45857,47.0,42455,517,1177,587,65473,40284,5563,1070,29978,1031,250000,50,025
"Windsor County, Vermont",57832,47.8,54258,410,1162,581,69492,43180,4973,1113,34673,1054,249700,50,027
"Accomack County, Virginia",33367,47.3,20860,9484,3084,268,52694,31570,5240,559,21769,974,184500,51,001
"Albemarle County, Virginia",112513,39.7,88455,9966,6633,6319,97708,55347,7378,1750,47496,1570,450200,51,003
"Alleghany County, Virginia",15159,48.0,14000,783,246,9,52546,30143,2035,233,7938,662,123600,51,005
"Amelia County, Virginia",13309,45.1,9928,2679,455,1,63438,34122,1469,273,5726,1249,233700,51,007
"Amherst County, Virginia",31426,43.9,23551,5726,839,226,64454,34137,3452,702,14244,811,181600,51,009
"Appomattox County, Virginia",16253,43.1,12621,2943,352,51,60041,31654,2225,285,7338,861,178000,51,011
"Arlington County, Virginia",235845,35.3,153250,21994,36734,24308,137387,85221,15527,4201,119247,2227,833300,51,013
"Augusta County, Virginia",77433,44.8,70321,3407,2655,346,76124,35582,5981,1161,32675,1019,267100,51,015
"Bath County, Virginia",4177,51.8,3909,202,31,14,55699,33856,956,36,3346,650,184900,51,017
"Bedford County, Virginia",79761,46.8,69564,4925,2079,1010,74773,40552,7161,1114,37302,939,263900,51,019
"Bland County, Virginia",6241,46.4,5831,251,49,9,59901,27904,564,79,3200,705,132500,51,021
"Botetourt County, Virginia",33734,47.5,31350,858,666,170,77680,40289,2397,518,14932,869,264200,51,023
"Brunswick County, Virginia",15965,44.6,6596,8714,415,15,52678,26491,2346,353,7940,841,127000,51,025
"Buchanan County, Virginia",20246,47.6,19571,373,193,10,39591,24126,4878,380,10402,728,84900,51,027
"Buckingham County, Virginia",16869,43.3,10348,5429,426,4,59894,27139,2083,360,7184,844,160800,51,029
"Campbell County, Virginia",55518,43.1,43776,7823,1701,555,59022,31877,5460,1364,25285,792,183100,51,031
"Caroline County, Virginia",31181,39.2,19919,7624,1841,317,83562,38432,3435,736,12511,1212,253300,51,033
"Carroll County, Virginia",29126,48.7,27572,139,1226,38,49113,27972,4411,623,16633,643,139200,51,035
"Charles City County, Virginia",6760,52.0,2998,2968,146,13,65573,38351,836,140,3252,927,198800,51,036
"Charlotte County, Virginia",11563,45.4,8159,3019,299,42,51548,27159,2304,176,5985,732,137000,51,037
"Chesterfield County, Virginia",366019,38.9,226434,86495,36094,12831,95757,45041,24163,9245,139584,1460,306500,51,041
"Clarke County, Virginia",14882,48.4,13120,680,985,184,107475,50751,789,269,6398,1260,496600,51,043
"Craig County, Virginia",4898,46.1,4638,3,46,0,66286,32020,518,38,2466,687,184700,51,045
"Culpeper County, Virginia",52822,39.5,37713,7070,6546,381,92359,39062,3752,1046,19285,1383,369600,51,047
"Cumberland County, Virginia",9697,46.3,6181,2946,114,79,56497,38099,770,167,4658,803,208600,51,049
"Dickenson County, Virginia",14089,45.5,13769,102,148,50,40143,25003,3062,158,7367,680,89200,51,051
